Gene.Symbol,Essentiality_Rep1,Essentiality_Rep2
MTIF2,-1.202347058,-0.919542228
MTOR,-2.11823101,-1.576849554
MTPAP,-1.930551228,-1.428632599
MVD,-1.913281064,-1.648956318
MVK,-1.476588068,-1.07427076
MYB,-2.928503984,-2.250649188
MYBBP1A,-1.148340507,-0.826957984
MYC,-2.291675984,-2.261915632
MZT1,-1.415112246,-1.418764562
N6AMT1,-2.476962597,-1.508015889
NAA10,-3.126004893,-2.176270065
NAA15,-1.082514131,-0.886797455
NAA20,-2.003905567,-1.693744694
NAA25,-2.531981831,-2.39343869
NAA30,-1.053052458,-1.157807525
NAA35,-1.138622997,-1.203590777
NAA38,-1.396162899,-1.430722154
NAA50,-1.880802727,-1.490124982
NACA,-0.869680045,-0.753383359
NADK,-0.865313185,-0.780109602
NAE1,-1.86721593,-1.703897463
NAF1,-0.973775949,-1.077501298
NAMPT,-2.177208282,-1.014732333
NAPA,-1.216120585,-1.238611402
NARFL,-1.878011395,-1.571322437
NARS,-2.261987274,-1.563478262
NAT10,-1.113042847,-1.06613295
NCAPD2,-1.132553612,-1.097569041
NCAPG,-1.218236745,-1.064775495
NCAPG2,-1.661567644,-1.324145899
NCAPH,-0.87200929,-0.883745736
NCAPH2,-1.454945161,-1.10143479
NCBP1,-1.190881854,-1.068396299
NCBP2,-2.452508409,-1.491602919
NCF1,-0.95711004,-0.818996218
NCL,-1.034791861,-0.811488457
NCOR1,-1.081616776,-0.762142722
NDC1,-1.851635458,-1.251049946
NDC80,-1.39223907,-1.361706954
NDNL2,-2.823256278,-2.155702063
NDOR1,-1.424309011,-1.176292719
NDUFA1,-1.587425031,-1.295875509
NDUFA10,-1.434281166,-1.083643083
NDUFA11,-1.931339124,-1.709106422
NDUFA13,-2.150756458,-2.278353823
NDUFA2,-1.605728589,-1.39196497
NDUFA6,-1.72652051,-1.462894903
NDUFA9,-1.205687579,-0.998628704
NDUFAB1,-1.307151274,-1.356461184
NDUFAF1,-2.02048848,-1.546378128
NDUFAF3,-2.14379966,-1.400331573
NDUFAF5,-1.560655762,-1.174626565
NDUFB10,-1.893255882,-1.64633039
NDUFB11,-1.623594678,-1.167667794
NDUFB2,-1.025000833,-0.882529516
NDUFB4,-0.977473976,-0.944385222
NDUFB6,-1.836317729,-1.344623278
NDUFB7,-1.456450845,-1.274185258
NDUFB8,-1.530222542,-1.14964985
NDUFB9,-1.649176005,-1.235693635
NDUFC1,-1.706346733,-1.230880465
NDUFS1,-1.92284028,-1.611095895
NDUFS2,-2.189363264,-1.891447343
NDUFS3,-1.08686356,-1.219466436
NDUFS5,-1.087179033,-0.988451563
NDUFV2,-1.604492651,-1.203719598
NEDD1,-1.610040562,-1.6973101
NEDD8,-1.35626244,-1.167257212
NELFA,-1.919641752,-1.663802906
NELFB,-2.140785072,-1.523526391
NELFCD,-1.25457557,-0.95978682
NFATC2IP,-1.13754994,-1.024005177
NFS1,-2.368504054,-1.796169312
NFU1,-1.904395208,-1.221589515
NFYC,-1.382668182,-1.327849788
NGDN,-1.981975326,-1.698219964
NHLRC2,-1.925428625,-1.659672066
NHP2,-2.312952515,-1.880701003
NHP2L1,-1.837828659,-1.630450121
NIP7,-1.43812502,-1.011320436
NIPBL,-1.252919532,-1.139094843
NKAP,-0.81925234,-0.836256632
NKTR,-1.335637313,-0.933025891
NLE1,-2.620344009,-2.224678564
NME6,-1.635464769,-0.985844271
NOB1,-3.068215702,-2.45698918
NOC2L,-0.991286485,-0.78763322
NOC3L,-1.054446365,-1.00415293
NOC4L,-1.763712251,-1.578694704
NOL10,-1.290623825,-1.161208096
NOL11,-0.979819759,-0.903467523
NOL12,-0.837964496,-0.876280061
NOL6,-2.250346482,-1.954462126
NOL7,-1.036739552,-0.98842661
NOL9,-2.249237229,-1.812893958
NOM1,-0.985997696,-0.906449456
NOP14,-1.266235064,-1.025865544
NOP16,-1.765284346,-1.746860232
NOP2,-1.27839739,-0.907361553
NOP56,-1.224653889,-1.249400081
NOP58,-1.995221514,-1.652738787
NOP9,-1.783862724,-1.684810275
NPAT,-1.51050212,-1.024626526
NPLOC4,-1.690335538,-1.394844878
NR2C2AP,-1.355395192,-1.350970035
NRDE2,-0.877807468,-0.917689612
NRF1,-1.523326714,-0.853976232
NSF,-1.997117296,-1.74798493
NSMCE1,-2.273731602,-1.541429858
NSMCE2,-0.986613908,-0.923097574
NSMCE4A,-1.281648473,-1.156142181
NUBP1,-1.087175107,-0.785866493
NUBP2,-0.995394084,-0.783545092
NUBPL,-1.507374278,-0.878527595
NUDC,-2.513950631,-2.163685221
NUDCD3,-1.716218782,-1.329061153
NUDT21,-2.54742529,-2.058609191
NUF2,-1.435342578,-1.109918371
NUFIP1,-1.398479058,-0.94004424
NUMA1,-1.025551247,-0.75264103
NUP133,-1.030335493,-0.945880983
NUP155,-1.300906747,-1.088295821
NUP205,-1.474236834,-1.075192412
NUP214,-1.119289298,-0.920539952
NUP43,-1.428468096,-1.376238385
NUP50,-2.071555424,-1.649225544
NUP85,-1.457943879,-1.188630758
NUP88,-0.90138355,-1.039751214
NUP93,-1.431367956,-1.311155119
NUPL1,-0.926553451,-0.77459847
NUS1,-1.080336062,-1.060517291
NUTF2,-1.349646789,-1.212967183
NVL,-1.836333227,-1.920582631
NXF1,-1.53647193,-1.182511281
OGDH,-2.277512994,-1.968731787
OGT,-1.385249982,-1.390042612
OIP5,-1.948058088,-1.787217458
ORAOV1,-2.164065729,-1.803980482
ORC2,-1.517849051,-1.142726591
ORC6,-1.716610482,-1.3518305
OSBP,-1.447711941,-1.392761472
OSGEP,-0.8695585,-0.984186032
OXA1L,-1.101198365,-0.923893043
OXSM,-1.741823165,-0.886694101
PAFAH1B1,-1.546528603,-1.177947506
PAICS,-2.032968258,-1.866082165
PAK1IP1,-1.39376743,-0.991720792
PARS2,-2.734618916,-1.848314731
PAXBP1,-1.030765871,-0.933131952
PAXIP1,-1.873057086,-1.008473511
PCBP1,-3.113797017,-2.465464149
PCF11,-1.420203264,-1.204368169
PCID2,-2.125154177,-1.598742083
PCNA,-2.232154398,-1.924327265
PDCD2,-1.361932619,-1.19484591
PDCD7,-0.843106072,-0.765435505
PDPK1,-1.128886887,-1.061240701
PDRG1,-1.428918278,-1.241457434
PDS5A,-1.588373336,-1.176802913
PDSS1,-1.719145096,-1.541646854
PDSS2,-1.912012357,-1.320069607
PELO,-1.375232834,-1.262421248
PELP1,-1.540691059,-1.274951144
PES1,-2.320873008,-2.002335306
PET112,-1.280523324,-0.804147649
PET117,-2.501781722,-1.503432015
PFAS,-2.760691192,-2.257681657
PFDN6,-1.020602659,-0.980241309
PFN1,-1.616665558,-1.282840575
PGD,-2.028400046,-1.823938783
PGGT1B,-0.858144601,-0.815865589
PGK1,-2.002534794,-1.409059509
PGM3,-1.097173388,-0.850435689
PHAX,-1.916119378,-1.333020622
PHB2,-1.686070929,-1.337913376
PHF12,-1.032303096,-1.08902029
PHIP,-0.972104423,-0.955023976
PI4KA,-1.092019962,-0.868562201
PI4KB,-1.323498149,-1.13985168
PIAS4,-1.720542728,-1.033199798
PIH1D1,-1.23149138,-1.027026058
PIK3C3,-1.009920865,-0.832022976
PISD,-1.02800846,-0.965461511
PKM,-1.164297069,-1.092016703
PKMYT1,-1.776034159,-1.384970489
PLK1,-1.931048403,-1.612748547
PLK4,-0.941504399,-0.838038528
PLRG1,-1.124527204,-1.022899803
PMPCA,-2.117637875,-1.453196863
PMPCB,-1.260104009,-1.184691318
PNN,-0.972922211,-1.140811265
PNPT1,-1.423335496,-1.304641669
POLA2,-1.070240601,-1.020674016
POLD2,-1.665674875,-1.629213191
POLD3,-1.4720914,-1.438127534
POLE,-1.091889513,-1.259009828
POLE2,-1.367880372,-1.428052302
POLG2,-2.401180454,-1.389539843
POLR1A,-1.522524533,-1.339809788
POLR1B,-2.4927108,-2.165796933
POLR1C,-1.641471605,-1.321028905
POLR1D,-1.717804408,-1.430281522
POLR1E,-1.111510621,-1.119199684
POLR2B,-1.181786939,-0.924601512
POLR2C,-2.579300248,-1.880434268
POLR2D,-2.437206069,-1.826922082
POLR2E,-1.650199394,-1.358668881
POLR2F,-1.605972721,-1.700090254
POLR2G,-1.671073036,-1.568921078
POLR2H,-1.025254794,-0.918825853
POLR2I,-1.179130731,-1.157136667
POLR2L,-2.786758655,-2.546984628
POLR3A,-1.870757298,-1.579224116
POLR3B,-2.117541724,-2.16862693
POLR3C,-2.314363753,-1.989898404
POLR3E,-1.374016534,-0.952406441
POLR3F,-0.890551517,-1.002901074
POLR3H,-3.920788783,-3.168553487
POLR3K,-1.570141931,-1.378971501
POLRMT,-1.395736891,-0.975558607
POMP,-0.89536712,-0.810112109
POP5,-2.178658591,-2.124568412
POP7,-1.917742792,-1.531637521
POT1,-1.699035914,-1.596145412
PPA1,-1.385609052,-1.206915566
PPAT,-1.718248468,-1.495283577
PPCS,-1.101747613,-0.834081119
PPIL2,-1.024183842,-0.860019126
PPIL4,-1.294189574,-1.124899411
PPME1,-1.02775037,-0.85444144
PPP1CB,-1.246254882,-1.304414528
PPP1R11,-0.891979938,-0.831998886
PPP1R2,-0.970930225,-0.867288753
PPP1R8,-1.499351906,-1.398792032
PPP2CA,-1.205788612,-1.075619926
PPP2R1A,-1.413390167,-1.398793655
PPP2R2A,-1.018827627,-0.827317381
PPP2R4,-2.568805243,-1.994490567
PPP4C,-2.386885047,-2.011240975
PPP6C,-3.214233671,-2.630378851
PPP6R1,-1.065689552,-1.070665427
PPWD1,-0.822875493,-0.928316943
PREB,-2.582365859,-1.973477979
PRELID1,-1.748284453,-1.618345603
PRIM1,-1.328844458,-1.161634287
PRMT1,-2.35810701,-1.896587348
PRMT5,-2.450274293,-2.058919005
PRPF19,-1.595104304,-1.252078043
PRPF3,-1.089413001,-0.751285802
PRPF38A,-2.028393474,-1.788074047
PRPF38B,-2.056265736,-2.014406347
PRPF39,-1.209491552,-0.984733307
PRPF4,-1.64511354,-1.467364525
PRPF40A,-1.602208224,-1.262303877
PRPF8,-1.542173065,-1.302420758
PSMA1,-1.448530752,-1.616958264
PSMA2,-1.409294276,-1.410869133
PSMA3,-1.755187582,-1.318297844
PSMA4,-2.378149995,-1.490796199
PSMA5,-2.441999117,-2.093904074
PSMA6,-1.846348685,-1.595141957
PSMA7,-2.208502143,-1.944052371
PSMB1,-1.928612438,-1.481665977
PSMB2,-2.020270022,-2.06349809
PSMB3,-1.770159111,-1.449448093
PSMB4,-1.961329702,-1.714328992
PSMB6,-1.176199903,-0.984363727
PSMB7,-2.956579626,-2.363613233
PSMC1,-1.234430761,-1.086549287
PSMC2,-1.435713527,-1.152887637
PSMC3,-1.229171618,-1.122207535
PSMC4,-0.854681186,-0.799547683
PSMC5,-1.450957635,-1.708411425
PSMC6,-2.039032316,-1.813275959
PSMD11,-1.004125011,-0.906472216
PSMD12,-1.369196456,-1.311974419
PSMD13,-1.606398029,-1.374433939
PSMD14,-1.591364906,-1.606005057
PSMD2,-1.001491901,-1.047469931
PSMD4,-2.17359551,-1.924650694
PSMD6,-1.033399466,-1.005893923
PSMD7,-1.212104069,-0.977025434
PSMD8,-0.968621193,-0.766723874
PSMF1,-1.070917058,-0.904146412
PSMG1,-1.567065802,-1.497122699
PSMG2,-1.287173056,-1.194409893
PSMG3,-2.707680666,-2.614134706
PSMG4,-0.896614855,-0.868479814
PSTK,-1.555526833,-1.680472525
PTBP1,-1.141484765,-1.131957154
PTCD3,-1.581741939,-1.171843582
PTPMT1,-2.280249879,-0.909194006
PTPN23,-1.585395726,-1.510010678
PTPN7,-1.765535378,-1.531360966
PUF60,-1.40982294,-1.110624426
PWP2,-1.514187785,-1.557180426
PYROXD1,-1.447092276,-1.251436337
QARS,-1.469346272,-1.256573978
QRSL1,-2.952077344,-1.930461856
RAB5C,-0.944306997,-0.850349916
RAB6A,-1.83716819,-1.701716259
RABGEF1,-1.077203417,-0.923395344
RABGGTA,-1.554292472,-1.323251332
RABGGTB,-2.703885744,-2.103011527
RACGAP1,-0.794386717,-1.145335291
RAD1,-2.240630735,-1.799612209
RAD17,-1.370699177,-0.906224952
RAD21,-1.694798585,-1.631163349
RAD51,-1.36516727,-1.131252003
RAD51C,-1.013525453,-0.885109743
RAD51D,-2.039614682,-1.71970467
RAD9A,-1.941488374,-1.878689466
RAE1,-1.765988229,-1.395768163
RAN,-2.768798177,-2.134223032
RANGAP1,-2.715161582,-2.447894353
RARS2,-2.620245485,-1.512843518
RBBP4,-1.325199556,-1.084816769
RBBP5,-1.389191788,-1.149864782
RBBP6,-1.403058357,-0.950677363
RBFA,-1.431926015,-0.798216482
RBM14,-0.764488721,-0.793097004
RBM17,-1.733175634,-1.577588502
RBM25,-1.383293513,-1.171064894
RBM39,-1.066387206,-1.153771043
RBM48,-1.086216032,-0.873799517
RBM8A,-1.332632138,-0.920276619
RBMX,-1.912483504,-1.547730073
RBX1,-0.865343864,-0.901935101
RCC1,-1.434531746,-1.052613059
RCL1,-2.929299811,-2.147436289
RCOR1,-1.153331346,-0.855153635
RFC2,-1.551570642,-1.230556915
RFC3,-1.960144618,-1.722759981
RFC4,-1.074888542,-1.017627881
RFC5,-1.544365415,-1.343765317
RFK,-1.1572706,-0.924765494
RFT1,-1.700664688,-1.200621778
RHOA,-1.769759302,-1.659854864
RIOK1,-1.466748119,-1.653796591
RIOK2,-1.578364959,-1.503936933
RNASEH2A,-1.889290107,-1.123946352
RNASEK,-1.043588128,-0.98243074
RNF113A,-0.969949559,-0.758289277
RNF20,-1.352499455,-1.082572965
RNF4,-1.153089404,-1.191834778
RNF40,-1.691847418,-1.562132715
RNGTT,-2.424437702,-2.168264245
RNMT,-2.898750805,-2.436446307
RNPC3,-1.155159046,-0.811273012
RNPS1,-1.143453328,-1.110803527
ROMO1,-2.289597622,-1.463001303
RPA1,-0.992188262,-0.984974144
RPA2,-0.813813723,-0.755866594
RPA3,-1.328023059,-1.440073368
RPAIN,-0.926127575,-0.875011721
RPAP1,-1.507006851,-1.252959424
RPE,-2.743460874,-2.282228789
RPF1,-1.033973238,-0.959854715
RPF2,-1.9252085,-1.335775363
RPIA,-1.33720866,-0.766045187
RPL10,-1.42656265,-1.510089568
RPL10A,-2.179161757,-1.579037547
RPL11,-1.390966302,-1.245673778
RPL12,-2.117962011,-2.350364722
RPL13,-2.836005093,-2.76541504
RPL13A,-1.561795252,-1.530846679
RPL14,-1.871009534,-1.984975555
RPL15,-1.367522016,-1.337716418
RPL18,-1.913736226,-1.640219938
RPL18A,-1.80135805,-2.101045184
RPL19,-0.949568092,-0.798670453
RPL23,-1.407499009,-1.645444681
RPL27,-1.544740488,-1.434554848
RPL27A,-1.765216276,-1.383242773
RPL28,-1.267519046,-0.931625597
RPL3,-1.337728219,-0.75855089
RPL30,-2.813223185,-2.451667641
RPL31,-2.096320125,-1.737317615
RPL32,-1.809428516,-1.706600075
RPL34,-1.587274958,-1.871719679
RPL36,-1.957264079,-1.915502581
RPL37A,-1.480602229,-1.101353626
RPL38,-2.055569245,-1.875925842
RPL39,-1.820338791,-1.592913298
RPL5,-1.236256269,-1.166495656
RPL7,-1.292461452,-1.363865502
RPL8,-2.045485331,-1.685609093
RPLP0,-1.593345129,-2.157764414
RPLP1,-1.539213543,-1.226351687
RPLP2,-1.597892401,-1.487460139
RPN1,-1.750861628,-1.555757462
RPN2,-1.313255321,-1.027353664
RPP14,-1.055741284,-0.910508509
RPP21,-3.382246394,-2.878917493
RPP30,-2.062829754,-1.528892298
RPP38,-1.533753124,-1.38833766
RPP40,-1.617760019,-1.508132096
RPRD1B,-1.218175583,-0.904878555
RPS11,-2.880310526,-2.02325883
RPS13,-1.729341678,-1.326080797
RPS14,-2.021032586,-2.052617002
RPS15A,-1.825041703,-1.678874765
RPS16,-0.995418155,-1.201421761
RPS18,-2.369139755,-1.760636746
RPS19,-1.810868318,-1.663340263
RPS19BP1,-1.587264843,-1.298027475
RPS2,-1.971035912,-1.788183049
RPS23,-1.435110512,-1.458909918
RPS25,-1.37378863,-0.821958973
RPS27,-1.22447062,-1.02363017
RPS27A,-1.137058008,-0.955488037
RPS29,-0.930159853,-0.846376486
RPS3,-1.945948643,-1.486186072
RPS3A,-1.170422111,-1.174421623
RPS4X,-1.230325777,-1.025423302
RPS5,-1.983192607,-1.651128239
RPS8,-1.823091847,-1.819613145
RPS9,-0.947106201,-1.314030945
RPSA,-1.782752988,-1.458222393
RPTOR,-1.505232783,-1.080061747
RPUSD3,-1.569059892,-0.898389029
RPUSD4,-1.548227046,-0.973159587
RRM1,-2.917883097,-1.619603087
RRN3,-1.532220813,-0.899573351
RRP1,-1.514106696,-1.091473708
RRP7A,-1.311161835,-1.093991428
RRP9,-0.804830484,-0.814186167
RRS1,-1.519151954,-1.236064904
RTCB,-2.475874364,-2.093943876
RTEL1,-1.912260267,-1.882229958
RTF1,-1.0579159,-1.005931858
RTFDC1,-1.015927352,-0.808425714
RTN4IP1,-1.364366556,-0.970152783
RUNX1,-1.042451968,-1.301481962
RUNX2,-1.049125912,-0.871357106
RUVBL1,-2.006637715,-1.546463721
RUVBL2,-1.82074988,-1.244671982
SACM1L,-2.015551806,-1.778955867
SAE1,-2.341210667,-2.067524624
SAMM50,-2.158264806,-1.820458057
SAP18,-1.750888368,-1.531983762
SAP30BP,-1.371851401,-1.160785468
SARS,-1.605414933,-1.033413108
SARS2,-1.564967438,-1.050223777
SART3,-1.733120016,-1.628526972
SBDS,-2.866969946,-1.903876625
SBNO1,-1.126116075,-1.183712402
SCAP,-2.031291731,-1.382061154
SCD,-1.438775941,-0.763778566
SCO1,-1.389156285,-0.909854851
SCO2,-2.050188281,-1.439085484
SDAD1,-1.24824837,-1.062012564
SDE2,-1.226210106,-1.125426511
SDHA,-1.247144298,-1.110314211
SDHB,-4.623483015,-3.200710794
SDHC,-1.162146922,-0.761857112
SDHD,-1.259791399,-1.095729329
SEC13,-1.009493823,-0.805330806
SEC61A1,-1.115106804,-0.79353436
SEC63,-0.930390436,-0.836811308
SELRC1,-2.04038252,-0.985027959
SEPHS1,-0.965180014,-0.96933357
SEPSECS,-2.129567366,-1.77490739
SETD1A,-1.340855768,-1.089387931
SETD2,-1.040268103,-0.810090308
SETDB1,-0.986947425,-1.011544758
SF1,-1.22015539,-1.008321654
SF3A2,-1.648218867,-1.453265447
SF3A3,-1.825264936,-1.275614149
SF3B1,-1.122666156,-1.056195384
SF3B3,-1.634913962,-1.689774065
SF3B4,-1.753292684,-1.442855662
SF3B5,-1.523804589,-0.928523047
SFPQ,-0.84363221,-0.769199804
SFSWAP,-0.981276291,-1.000409898
SHFM1,-1.291772876,-1.205653205
SHMT2,-2.024461004,-0.919141483
SHQ1,-1.38236459,-0.95532342
SKIV2L2,-1.906640673,-2.017835035
SKP1,-1.013357693,-0.969986832
SLC25A1,-2.216173055,-1.595983128
SLC25A3,-1.204553784,-0.908204422
SLC35B1,-2.731470896,-2.173774511
SLC38A2,-1.987720485,-1.220273945
SLC4A7,-1.359314808,-1.06868549
SLC7A1,-1.028666703,-0.780128112
SLC7A5,-2.393618365,-1.96552367
SLC7A6OS,-1.732019754,-1.521010041
SLMO2,-1.880356999,-1.375901726
SMARCA5,-1.377120313,-1.416325366
SMARCB1,-1.682389977,-1.562105259
SMARCC1,-1.547479093,-1.38518263
SMARCD1,-1.149588882,-0.80634413
SMARCD2,-1.20528157,-1.219297814
SMC1A,-2.137657895,-1.760327292
SMC2,-1.475308012,-1.249661508
SMC3,-2.019051704,-1.539384212
SMC4,-1.91595058,-1.371541608
SMC5,-1.798249679,-1.604595527
SMC6,-1.240027726,-1.034568103
SMG5,-1.44306406,-1.236144743
SMG7,-1.466020288,-1.332329166
SMNDC1,-1.174808266,-0.935008476
SMU1,-2.39910863,-2.374161885
SNAPC2,-1.366527534,-1.149582617
SNAPC3,-1.640130298,-1.592222615
SNAPC4,-1.317893529,-1.269854224
SNRNP200,-1.300898552,-1.318430502
SNRNP27,-1.123016208,-1.019717035
SNRNP35,-1.004270474,-0.856691947
SNRNP40,-1.069341019,-0.762135323
SNRNP70,-1.081305735,-0.827860739
SNRPA1,-1.421876822,-1.486252476
SNRPB,-1.854756638,-1.545568069
SNRPD1,-1.530148268,-1.238527459
SNRPD2,-2.263758438,-1.934025138
SNRPD3,-1.424248353,-1.166400394
SNRPF,-2.718962588,-1.194621215
SNUPN,-1.891952522,-1.536487107
SNW1,-1.277057805,-1.13222254
SOD1,-1.669776258,-1.406529719
SOD2,-1.728720951,-1.646691675
SP2,-1.04045805,-0.995593646
SPAST,-1.634815721,-1.497922928
SPATA5,-1.579235377,-1.362029735
SPATA5L1,-2.680255741,-2.283789111
SPC24,-1.487810987,-1.119696857
SPC25,-1.539165501,-1.273677842
SPCS2,-0.9811522,-0.930265008
SPI1,-2.271664357,-1.759423787
SRBD1,-1.837501142,-1.631956002
SRCAP,-1.106560759,-1.096241346
SRP14,-2.386757174,-1.669952393
SRP19,-1.96428529,-1.484796301
SRP54,-1.038042231,-0.774646627
SRP68,-0.916205085,-0.861710812
SRP9,-0.914253687,-0.920831605
SRPR,-1.03022734,-0.800234484
SRPRB,-1.057716272,-1.151430201
SRRM1,-0.966354715,-0.839875116
SRRT,-1.008656854,-0.829345734
SRSF1,-1.908875294,-1.572070162
SRSF3,-1.448148283,-1.148846861
SRSF7,-1.605886509,-1.35529486
SS18L2,-2.889866157,-2.162898178
SSRP1,-1.563172778,-1.632238001
SSU72,-2.884083534,-2.715867994
STEAP3,-1.089261236,-0.874755293
STRAP,-2.820607223,-2.192237443
SUDS3,-1.026445266,-0.892222418
SUGT1,-1.494827846,-1.460708263
SUPT16H,-2.929385832,-2.33960924
SUPT4H1,-1.598787346,-1.467138483
SUPT6H,-1.727217871,-1.292198512
SUPV3L1,-1.933384928,-1.63281637
SUZ12,-1.341641298,-1.236217926
SYMPK,-2.375867774,-1.801798113
SYS1,-1.501755707,-1.160181274
TACC3,-1.65084114,-1.492225123
TAF10,-1.262280795,-1.000286389
TAF12,-0.859608842,-0.788987833
TAF13,-1.24815025,-1.021689407
TAF1B,-0.82269347,-0.754710273
TAF1C,-1.366972221,-1.263845783
TAF2,-1.012850149,-0.786214962
TAF3,-1.087320607,-1.128557867
TAF4,-0.768773515,-0.795058922
TAF5,-1.149447449,-1.013396963
TAF6,-1.669946451,-1.533479639
TAF7,-1.722683795,-1.645919143
TAF8,-1.139801965,-0.84048012
TANGO6,-1.144600825,-0.884171103
TARDBP,-1.729826595,-1.116363082
TARS,-1.609243574,-1.13989242
TARS2,-1.2813618,-0.835438641
TAZ,-2.22947882,-1.069243887
TBCA,-3.094960713,-2.743241553
TBCB,-2.312440118,-2.033004033
TBCC,-1.509183767,-1.062407483
TBCD,-1.11759159,-0.984711486
TBL3,-1.427966966,-1.29218062
TBP,-2.063861283,-1.330720044
TCEB2,-2.900081734,-2.704796261
TCP1,-1.965440438,-1.462933011
TDP2,-1.41124382,-1.119874932
TEFM,-2.530605708,-1.79361455
TELO2,-1.771976116,-1.098004547
TEN1,-2.125226478,-1.977999036
TERF2,-1.009777481,-0.846235612
TEX10,-1.939871812,-1.544202926
TFAM,-1.83524896,-1.4815781
TFAP4,-0.930060976,-1.019654043
TFB2M,-1.14249875,-0.822245922
TFDP1,-0.780586396,-0.771666502
TFRC,-1.973378399,-1.354810647
THG1L,-1.791872744,-1.255874536
THOC1,-1.160282475,-0.978674087
THOC2,-1.676555261,-1.598836075
THOC3,-2.617938518,-2.228336956
THOC5,-1.381618461,-1.084431437
THOC6,-0.830154302,-0.827189397
THOC7,-1.997307665,-1.668002305
TIMELESS,-1.926225285,-1.476881538
TIMM10,-2.349899062,-1.834371992
TIMM13,-1.30690434,-0.912738349
TIMM22,-1.83502523,-1.29614191
TIMM23,-1.030396931,-1.034899817
TIMM44,-1.845366133,-1.418283869
TIMM50,-1.54051141,-0.997350695
TIMMDC1,-1.563400199,-1.175636327
TINF2,-1.550217202,-1.326093526
TIPRL,-1.899277299,-1.598916335
TKT,-2.516680696,-1.834793462
TMEM167A,-1.726082463,-1.553784653
TMEM199,-0.80409547,-0.802046993
TMEM258,-1.530465742,-1.227564066
TMEM261,-1.505737296,-0.854068
TMX2,-2.032408437,-1.647421196
TNFAIP3,-0.954353532,-0.847666144
TNPO3,-1.323105971,-1.021226983
TOE1,-2.082923757,-1.754729066
TOMM22,-1.352265273,-1.158517635
TOMM40,-2.086821615,-1.61706744
TONSL,-2.02525609,-1.572277577
TOP1,-1.182497441,-1.087945589
TOP2A,-1.66326985,-1.523001514
TOP3A,-1.483288178,-1.203760108
TOPBP1,-1.022817064,-1.029307877
TPI1,-1.925599201,-1.346419171
TPR,-1.500768614,-1.276096034
TPT1,-2.124211637,-1.986183666
TPX2,-0.806132944,-0.834184992
TRAIP,-1.522481887,-1.43502804
TRAPPC1,-3.41684821,-2.635654557
TRAPPC11,-1.629309521,-1.439911588
TRAPPC3,-1.891082302,-1.353600351
TRAPPC4,-1.699146967,-1.508843254
TRAPPC8,-1.956613311,-1.862210318
TRIAP1,-1.192539636,-0.799077364
TRIT1,-1.719213781,-0.857164553
TRMT10C,-1.419097219,-0.91706989
TRMT112,-1.692648046,-1.518015219
TRMT5,-2.1356626,-1.088314053
TRMT6,-1.521552683,-0.808981076
TRMT61A,-1.605621823,-1.005125478
TRNAU1AP,-1.18175046,-0.837031053
TRNT1,-1.757514829,-1.335511868
TRPM7,-1.313100275,-1.108054472
TRRAP,-1.642335925,-1.17415149
TRUB2,-1.207206081,-0.772456784
TSC2,-1.511345907,-1.165607676
TSEN2,-1.584009472,-1.507665487
TSEN34,-1.551348489,-1.204019876
TSEN54,-2.143657207,-1.679805324
TSFM,-1.836925726,-1.279100669
TSR1,-2.448011672,-2.19756459
TSR2,-1.427495579,-1.480954229
TTC1,-0.997870203,-0.983940875
TTC27,-1.895542528,-1.609374608
TTI1,-1.511831094,-0.999422046
TTI2,-1.402343337,-0.857096789
TTK,-0.85910112,-0.876460969
TUBB,-2.961591373,-2.54248896
TUBG1,-1.459311957,-1.156626147
TUBGCP2,-1.001232014,-0.765932108
TUBGCP3,-1.273363393,-0.97757229
TUBGCP4,-1.339460869,-1.354165194
TUBGCP5,-1.080400999,-0.878488261
TUFM,-1.837401569,-1.269475933
TUT1,-1.617680104,-1.45400434
TXN,-1.79187414,-2.139129552
TXNIP,-1.256819415,-1.198889073
TXNL4A,-2.285738639,-2.041521947
TXNL4B,-1.360818487,-1.215091081
TYMS,-1.668621427,-1.477129238
U2AF1,-1.233267976,-1.031662456
U2AF2,-0.983412945,-0.750798116
UBA1,-2.214870686,-1.78381775
UBA2,-1.417066678,-1.23071199
UBA3,-1.703047527,-1.647541483
UBA52,-1.516848054,-1.16649355
UBE2I,-1.948718997,-1.993341621
UBE2M,-1.746465638,-1.670292555
UBE2S,-0.96683937,-0.854420776
UBE3D,-1.244268825,-0.847507642
UBL5,-1.912038353,-1.443125122
UBR5,-1.02133014,-0.828266725
UBTF,-1.376154607,-1.116269305
UGP2,-1.123772646,-0.959311516
ULK3,-1.354341986,-1.068204617
UMPS,-1.782816011,-1.675963953
UPF1,-0.97794841,-0.810562759
UPF2,-1.451126,-1.292632542
UQCRB,-1.55884655,-1.436165162
UQCRC1,-1.009572648,-0.906775188
UQCRC2,-1.866120894,-1.536593993
UQCRFS1,-2.813683084,-2.313151606
URB1,-2.652059229,-2.259501931
URB2,-0.76492709,-0.778790067
URM1,-1.155732524,-1.018358846
UROD,-2.075014783,-1.690239438
UROS,-1.9910134,-1.677234324
USE1,-0.878808753,-0.811748012
USP10,-0.880084555,-0.848371307
USP37,-0.851537593,-0.807126574
USP5,-1.112181628,-1.137087118
USP7,-0.890579061,-0.939386328
UTP11L,-0.841555171,-0.861513407
UTP14A,-1.26928132,-0.916125036
